
id,name,wikilink,counter,lang,botanist
5935,"Centaurium erythraea, zeměžluč okolíkatá",http://botany.cz/cs/centaurium-erythraea/,1,cs,9
5936,Felicia,https://www.provenwinners.com/plants/felicia/cape-town-blue-blue-felicia-daisy-felicia-hybrid,1,en,1019
5937,"Hottonia palustris, Žebratka bahenní",http://botany.cz/cs/hottonia-palustris/,1,cs,1
5938,Fraxinus americana ‘Autumn Purple’,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c785,1,en,1019
5939,Ipomoea lobata,http://en.wikipedia.org/wiki/Ipomoea_lobata,3,en,9
5940,"Marasmius oreades, fairy ring mushroom",http://mushroomexpert.com/marasmius_oreades.html,1,en,9
5941,Heteromeles arbutifolia,http://en.wikipedia.org/wiki/Heteromeles,5,en,1019
5942,Echeveria agavoides,http://davesgarden.com/guides/pf/go/2058/,8,en,1019
5943,Pinus mugo,http://www.paghat.com/mugo.html,1,en,1019
5944,Gynura aurantiaca 'Purple Passion',http://www.pokojovky.cz/pokojovky/eshop/1-1-POKOJOVE-ROSTLINY/0/5/10739-Gynura-aurantiaca-Purple-Passion,1,cs,1
5945,"Euphorbia characias, Mediterranean Spurge",http://en.wikipedia.org/wiki/Euphorbia_characias,4,en,1
5946,Pinus pinea,http://en.wikipedia.org/wiki/Stone_pine,6,en,1019
5947,Pistacia terebinthus,http://en.wikipedia.org/wiki/Pistacia_terebinthus,1,en,1019
5948,"Prunus armeniaca, MERUŇKA",http://www.ceskestavby.cz/rostliny/merunka/,1,cs,1019
5949,Gardenia jasminoides 'Radicans',http://davesgarden.com/guides/pf/go/93689/,5,en,1019
5950,Teucrium fruticans,http://en.wikipedia.org/wiki/Teucrium_fruticans,3,en,1019
5951,Leucothoe axillaris 'Dodd's Variegata',http://onlineplantguide.com/Plant-Details/1480/,1,en,1019
5952,Hericium coralloides,http://mushroomexpert.com/hericium_coralloides.html,1,en,9
5953,"Calvatia, puffball",http://mushroomexpert.com/puffballs.html,1,en,9
5954,Arum italicum ‘Pictum’,http://davesgarden.com/guides/pf/go/55580/,2,en,1019
5955,Ruellia ,http://en.wikipedia.org/wiki/Ruellia,1,en,1019
5956,Narcissus serotinus,http://www.first-nature.com/flowers/narcissus-serotinus.php,1,en,9
5957,Wodyetia bifurcata,http://en.wikipedia.org/wiki/Wodyetia,3,en,1019
5958,Carex morrowii,http://davesgarden.com/guides/pf/go/51584/,1,en,1019
5959,"Boletaceae, bolete mushroom",http://www.mushroomexpert.com/boletes.html,1,en,9
5960,Rivina humilis,http://davesgarden.com/guides/pf/go/58615/,5,en,1019
5961,x Cupressocyparis leylandii ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a161,2,en,1019
5962,"Chamaecyparis nootkatensis, ‘Pendula’",http://www.finegardening.com/nootka-false-cypress-chamaecyparis-nootkatensis-pendula,1,en,1
5963,"Kalanchoe daigremontiana, Náduť madagaskarská",http://www.atlasbotani.eu/index.php?detail&cislo=278,1,cs,1019
5964,Ranunculus fascicularis,http://www.illinoiswildflowers.info/savanna/plants/early_buttercup.htm,1,en,1019
5965,Sambucus caerulea,http://en.wikipedia.org/wiki/Sambucus_cerulea,1,en,1019
5966,"Arbutus unedo, Planika obecná",http://cs.wikipedia.org/wiki/Planika,1,cs,1
5967,Mycena haematopus,http://en.wikipedia.org/wiki/Mycena_haematopus,1,en,9
5968,Cedrus libani,http://en.wikipedia.org/wiki/Cedrus_libani,1,en,1
5969,Caesalpinia mexicana,http://davesgarden.com/guides/pf/go/57631/,2,en,1019
5970,Rubia peregrina,http://en.wikipedia.org/wiki/Rubia_peregrina,1,en,1
5971,"Chaetopappa ericoides, Sand Aster",http://wnmu.edu/academic/nspages/gilaflora/chaetopappa_ericoides.html,1,en,1
5972,"Crataegus monogyna, Common hawthorn",https://www.rhs.org.uk/plants/details?plantid=573,1,en,1
5973,Dracaena thaliodes,http://stewartia.net/engei/houseplant/Ryuuketujyu/Dracaena.html,2,en,1019
5974,Celastrus orbiculatus,http://www.eddmaps.org/distribution/point.cfm?id=2409748,1,en,1019
5975,Woolly apple aphid,http://www2.ca.uky.edu/entomology/entfacts/ef219.asp,1,en,1019
5976,"Chamaedorea elegans, Parlour palm",http://davesgarden.com/guides/pf/go/1479/,2,en,1019
5977,Dioscorea bulbilifera,http://davesgarden.com/guides/pf/go/32235/,5,en,1019
5978,Mitchella repens,http://the3foragers.blogspot.com/2012/07/partridge-berry-identified.html,1,en,1019
5979,Rhipsalis,http://en.wikipedia.org/wiki/Rhipsalis,7,en,1019
5980,Pereskia ,http://en.wikipedia.org/wiki/Pereskia,2,en,1019
5981,Nassella tenuissima,http://www.monrovia.com/plant-catalog/plants/1150/mexican-feather-grass/,1,en,1019
5982,Acer x freemanii ,http://www.chicagolandgrows.org/trees/marmomaple.php#,1,en,1019
5983,Fallopia baldschuanica,http://davesgarden.com/guides/pf/go/57174/,1,en,1019
5984,"Clerodendrum trichotomum, Harlequin glorybower, glorytree, peanut butter tree",http://davesgarden.com/guides/pf/showimage/367873/,2,en,1019
5985,Sanchezia nobilis,http://davesgarden.com/guides/pf/go/157994/,3,en,1019
5986,Clarkia purpurea ssp. purpurea ,http://www.larnerseeds.com/_pages/wildflower_annual.html,1,en,1019
5987,"Ophiopogon, monkey grass",http://www.tropicsphere.com/main/forums/viewtopic.php?f=2&t=8762,1,en,1019
5988,Cenchrus longispinus,http://en.wikipedia.org/wiki/Cenchrus_longispinus,1,en,1019
5989,Otacanthus caeruleus,http://davesgarden.com/guides/pf/go/58985/,1,en,16
5990,Rhodocollybia badiialba,http://www.mykoweb.com/CAF/species/Rhodocollybia_badiialba.html,1,en,9
5991,"Sansevieria cylindrica, Cylindrical Snake Plant, African Spear, Spear Sansevieria",http://davesgarden.com/guides/pf/go/55408/,2,en,13
5992,"Swainsona formosa, Glory Pea, Sturt's Desert Pea",http://davesgarden.com/guides/pf/go/1211/,1,en,1
5993,Anthyllis vulneraria,http://en.wikipedia.org/wiki/Anthyllis_vulneraria,1,en,1
5994,Elaeagnus pungens,http://www.pfaf.org/user/plant.aspx?LatinName=Elaeagnus+pungens,3,en,1019
5995,Rhamnus ilicifolia ,http://www.nazflora.org/Rhamnus_ilicifolia.htm,1,en,1019
5996,"Linaria maroccana, Moroccan toadflax",http://toptropicals.com/catalog/uid/Linaria_maroccana.htm,1,en,1019
5997,Urena lobata,http://plants.ifas.ufl.edu/node/460,1,en,1019
5998,"Philodendron hederaceum, 'Brasil'",http://plantsarethestrangestpeople.blogspot.com/2009/03/sailor-philodendron-hederaceum.html,4,en,1019
5999,"Polygala, milkwort",http://en.wikipedia.org/wiki/Polygala,1,en,9
6000,Stropharia pseudocyanea,http://www.mushroomexpert.com/stropharia_aeruginosa.html,1,en,9
6001,Liriope muscari 'Evergreen Giant',http://baker.ifas.ufl.edu/Horticulture/LiriopeEvergreenGiant.html,1,en,1019
6002,Coreopsis x 'Big Bang Cosmic Eye',http://www.crescenthillnursery.com/plants/C/Coreopsis-Big-Bang-Cosmic-Eye.htm,1,en,16
6003,Decaisnea fargesii,http://en.wikipedia.org/wiki/Decaisnea,1,en,1019
6004,Pistacia terebinthus,http://ro.wikipedia.org/wiki/Pistacia_terebinthus,1,en,1019
6005,Aeschynanthus lobbianus,http://gesneriads.ca/aeschyn4.htm,3,en,1019
6006,Chlorophyllum rhacodes,http://en.wikipedia.org/wiki/Shaggy_parasol,1,en,9
6007,Citrullus ,http://en.wikipedia.org/wiki/Citrullus,1,en,1019
6008,Agave x leopoldii,http://davesgarden.com/guides/pf/go/60621/,1,en,1019
6009,Stereum hirsutum,http://en.wikipedia.org/wiki/Stereum_hirsutum,1,en,9
6010,Plantago coronopus,http://en.wikipedia.org/wiki/Plantago_coronopus,2,en,1
6011,"Quercus petraea, Sessile oak",http://en.wikipedia.org/wiki/Quercus_petraea,2,en,1
6012,Ligustrum japonicum,http://www.floridata.com/ref/l/ligu_jap.cfm,1,en,1019
6013,"Echium wildpretii, Tower of jewels",http://commons.wikimedia.org/wiki/File:Echium_wildpretii_close_up.jpg,2,en,9
6014,Ensete ventricosum 'Maurelii',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c542,1,en,1019
6015,Gamochaeta pensylvanica,http://www.wildflower.org/plants/result.php?id_plant=GAPE2,2,en,1019
6016,Romanesco broccoli,http://en.wikipedia.org/wiki/Romanesco_broccoli,1,en,1019
6017,"Potentilla indica, Indian Strawberry",http://www.eattheweeds.com/potentilla-indica-mistaken-identity-2/,7,en,1002
6018,"Clematis terniflora, Sweet Autumn Clematis",http://davesgarden.com/guides/pf/go/89042/,1,en,1002
6019,"Mahonia × media 'Lionel Fortescue', Oregon grape",https://www.rhs.org.uk/Plants/92614/Oregon-grape-Lionel-Fortescue/Details,4,en,1002
6020,Andropogon virginicus,http://en.wikipedia.org/wiki/Andropogon_virginicus,1,en,1
6021,Aloysia citrodora,http://en.wikipedia.org/wiki/Aloysia_citrodora,3,en,1019
6022,Coreopsis auriculata 'Nana',http://www.perennials.com/plants/coreopsis-auriculata-nana.html,1,en,1019
6023,"Allamanda blanchetii, Violet Allamanda",http://davesgarden.com/guides/pf/go/55059,4,en,1019
6024,Acacia baileyana,http://davesgarden.com/guides/pf/go/1390/,6,en,1019
6025,"Celosia argentea var. spicata, Wheatstraw Celosia",http://davesgarden.com/guides/pf/go/55088/,1,en,1002
6026,"Pedicularis centranthera, dwarf lousewort ",http://plants.usda.gov/core/profile?symbol=PECE,1,en,9
6027,Amaranthus ,http://www.evergreenseeds.com/edamyintsach.html,1,en,1019
6028,Heliconia stricta,http://en.wikipedia.org/wiki/Heliconia_stricta,1,en,1019
6029,Jasminum sambac ,http://davesgarden.com/guides/pf/showimage/86541/,1,en,1019
6030,Crassula capitella,https://www.trionursery.com/store/crassula-capitella,1,en,1019
6031,Clerodendrum quadriloculare,http://toptropicals.com/cgi-bin/garden_catalog/cat.cgi?uid=Clerodendrum_quadriloculare,1,en,1019
6032,Tradescantia 'Sierra Storm',http://www.floresflowers.com/store/P95.html,10,en,1019
6033,"Blechnum spicant, deer fern",http://en.wikipedia.org/wiki/Blechnum_spicant,1,en,9
6034,"Lonicera tatarica, Tatarian honeysuckle",http://www.invasive.org/browse/subinfo.cfm?sub=3043,1,en,9
6035,Baileya multiradiata,http://www.desertusa.com/mag01/apr/papr/marigld.html,3,en,1019
6036,"Leontodon hispidus, Máchelka srstnatá",http://botany.cz/cs/leontodon-hispidus-hispidus/,1,cs,1019
6037,"Polygonum odoratum, Rau Rahm ",http://vietworldkitchen.typepad.com/blog/vietnamese-herb-primer.html,1,en,1019
6038,Commelina benghalensis,http://www.invasive.org/weedcd/species/4551.htm,1,en,1019
6039,Phedimus hybridus ,http://www.luontoportti.com/suomi/en/kukkakasvit/aizoon-stonecrop,4,en,1019
6040,"Cyathus striatus, Bird's nest fungus",http://www.indianamushrooms.com/cyathus_striatus.html,1,en,1002
6041,Aloe aculeata,http://davesgarden.com/guides/pf/go/62415/,1,en,1
6042,Asplenium nidus 'Osaka',http://davesgarden.com/guides/pf/go/165076/,2,en,1
6043,Persicaria capitata,http://en.wikipedia.org/wiki/Persicaria_capitata,2,en,1019
6044,Ilex x aquipernyi 'San Jose',http://www.hgtvgardens.com/flowers-and-plants/holly-ilex-x-aquipernyi-san-jose,1,en,1019
6045,Nephrolepis biserrata,http://davesgarden.com/guides/pf/go/136587/,3,en,1019
6046,Caryota mitis,http://www.palmpedia.net/wiki/Caryota_mitis,1,en,1019
6047,Physalis hederifolia,http://swbiodiversity.org/seinet/taxa/index.php?taxon=198,1,en,1019
6048,Aphid,http://en.wikipedia.org/wiki/Aphid,6,en,1019
6049,Eucalyptus pulverulenta,http://www.oakleafgardening.com/plants/eucalyptus-pulverulenta/,6,en,1019
6050,"Amanita muscaria, fly amanita",http://en.wikipedia.org/wiki/Amanita_muscaria,1,en,9
6051,Chamaesyce nutans,http://www.illinoiswildflowers.info/weeds/plants/nod_spurge.htm,1,en,1019
6052,Eriosomatinae,http://en.wikipedia.org/wiki/Eriosomatinae,1,en,1019
6053,"Nasella tenuissima, Mexican Feathergrass",http://www.wildflower.org/plants/result.php?id_plant=NATE3,2,en,1019
6054,Cucurbita maxima,http://myseedneeds.com/gourd-turk-s-turban-30-seeds.html,1,en,1019
6055,Pinus mugo,http://davesgarden.com/guides/pf/go/54679/,1,en,1019
6056,"Cobea scandens, Cup and Saucer vine",http://en.wikipedia.org/wiki/Cobaea_scandens,2,en,1019
6057,Abelmoschus ,http://en.wikipedia.org/wiki/Abelmoschus,1,en,1019
6058,"Salix matsudana, Curly Willow",http://davesgarden.com/guides/pf/go/54678/,2,en,1002
6059,"Trametes versicolor, Turkey Tail",http://en.wikipedia.org/wiki/Trametes_versicolor,1,en,9
6060,Orbea ciliata ,http://www.indoor-plant-care.com/plant-list/diplocyatha-ciliata/,1,en,1019
6061,"Passiflora caerulea, Hardy Passionflower",http://davesgarden.com/guides/pf/go/1264/,2,en,1019
6062,Setaria verticillata,http://en.wikipedia.org/wiki/Setaria_verticillata,1,en,1
6063,"Hypholoma fasciculare, sulphur tuft",http://en.wikipedia.org/wiki/Hypholoma_fasciculare,2,en,9
6064,"Potentilla norvegica, Rough cinquefoil",http://wisplants.uwsp.edu/scripts/detail.asp?SpCode=POTNOR,1,en,1019
6065,Smilax bona-nox,http://www.bio.utexas.edu/courses/bio406d/images/pics/smi/smilax_bona-nox.htm,1,en,1019
6066,Franklinia alatamaha ,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=q160,1,en,1019
6067,Polygonum convolvulus ,http://www.omafra.gov.on.ca/IPM/english/tomatoes/weeds/wild-buckwheat.html,1,en,1019
6068,Portea petropolitana,http://davesgarden.com/guides/pf/go/69601/,1,en,1019
6069,Phragmites australis,http://www.invasivespeciesinfo.gov/aquatics/commonreed.shtml,1,en,1019
6070,Dictamnus albus var. purpureus,http://www.arrowheadalpines.com/shop/index.php?main_page=product_info&products_id=3264,1,en,1019
6071,Cupressus torulosa,http://plants.gardensupplyco.com/12190003/Plant/9042/Himalayan_Cypress,1,en,1019
6072,"Symphyotrichum sericeum, Silky aster",http://www.kswildflower.org/largePhotos.php?imageID=408&aCategory=f&lastModified=2007-09-03,1,en,1002
6073,Quercus laurifolia,http://www.rnr.lsu.edu/plantid/species/diamleafoak/diamleafoak.htm,2,en,1019
6074,Cinnamomum pedunculatum,http://davesgarden.com/guides/pf/go/164062/,1,en,1019
6075, Folk Flowers,http://www.emblibrary.com/el/new.aspx?date=071107,1,en,1019
6076,Cryptogramma,http://en.wikipedia.org/wiki/Cryptogramma,1,en,1
6077,"Musa ornata, flowering banana",http://en.wikipedia.org/wiki/Musa_ornata,2,en,1019
6078,"Quercus robur, Pedunculate oak",http://en.wikipedia.org/wiki/Quercus_robur,1,en,1
6079,Rhizophora mangle,http://en.wikipedia.org/wiki/Rhizophora_mangle,3,en,1019
6080,Lycium barbarum,http://en.wikipedia.org/wiki/Lycium_barbarum,2,en,1019
6081,"Ajuga reptans 'Valfredda', Chocolate Chip Ajuga",http://davesgarden.com/guides/pf/go/2688/#b,1,en,16
6082,Musa acuminata 'Zebrina',http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c539,1,en,1019
6083,"Cyclamen hederifolium, brambořík břečťanolistý",http://botany.cz/cs/cyclamen-hederifolium/,2,cs,1015
6084,"Hibiscus sabdariffa, Roselle, Rosella",http://en.wikipedia.org/wiki/Roselle_(plant),2,en,1019
6085,"Ribes odoratum, Clove currant",http://d3ka0sx7noujy3.cloudfront.net/wp-content/uploads/2013/05/forgotten-fruits-clove-currant-fruit.jpg,1,en,1019
6086,Myrtus communis,http://plantarum.es/2010/06/15/the-myrtle-myrtus-communis/,1,en,1019
6087,Hypnum cupressiforme,http://en.wikipedia.org/wiki/Hypnum_cupressiforme,1,en,1
6088,Symphyotrichum oblongifolium,http://www.nichegardens.com/catalog/item.php?id=1108,1,en,1019
6089,Lyophyllum decastes,http://mushroomexpert.com/lyophyllum_decastes.html#key,1,en,9
6090,"Muehlenbeckia complexa, Maidenhair Vine",http://en.wikipedia.org/wiki/Muehlenbeckia_complexa,1,en,1002
6091,Callistemon citrinus,http://www.ceskestavby.cz/rostliny/stetkovec-callistemon/,1,cs,9
6092,"Rosa canina, Dog rose",http://biology.burke.washington.edu/herbarium/imagecollection.php?ID=3969,1,en,1002
6093,"Solanum rostratum, Buffalobur nightshade",http://www.wildflower.org/gallery/result.php?id_image=14455,2,en,1002
6094,Pinus ponderosa,http://en.wikipedia.org/wiki/Pinus_ponderosa,1,en,1019
6095,Cinnamomum camphora,http://en.wikipedia.org/wiki/Cinnamomum_camphora,5,en,1019
6096,Helianthus maximiliani,http://www.floralencounters.com/Seeds/seed_detail.jsp?productid=87971,1,en,1019
6097,Diphasiastrum complanatum,http://minnesotaseasons.com/Plants/northern_running-pine.html,2,en,1019
6098,Argemone glauca,http://wildlifeofhawaii.com/flowers/1923/argemone-glauca-pua-kala/,1,en,1019
6099,Sesbania tomentosa,http://nativeplants.hawaii.edu/plant/view/sesbania_tomentosa,1,en,1019
6100,Coprosma repens,http://www.bamboopipeline.com/pir/PlantInfoView.aspx?SAPItemCode=COP-PIN-01000,1,en,1019
6101,Abelia,http://www.smith.edu/gardens/bgilib/web/imageFrameset.php?latin_name=Abelia+x+grandiflora&cat=3,1,en,1019
6102,"Salvia elegans, Šalvěj",http://cs.wikipedia.org/wiki/%C5%A0alv%C4%9Bj,1,cs,1
6103,"Callicarpa americana, American Beautyberry ",http://davesgarden.com/guides/pf/go/2657/,1,en,1019
6104,"Sutera cordata, 'Snowstorm® Pink'",https://www.provenwinners.com/plants/sutera/snowstorm-pink-bacopa-sutera-cordata,1,en,1019
6105,Solanum americanum,http://en.wikipedia.org/wiki/Solanum_americanum,1,en,1019
6106,Bidens aurea,http://www.treknature.com/gallery/photo267371.htm,1,en,1019
6107,Stachys coccinea,http://davesgarden.com/guides/pf/go/1292/,1,en,1019
6108,Bolbitius titubans,http://en.wikipedia.org/wiki/Bolbitius_titubans,3,en,9
6109,Artemisia stelleriana,http://www.perennials.com/plants/artemisia-stelleriana-silver-brocade.html,1,en,9
6110,Ipomoea carnea,http://en.wikipedia.org/wiki/Ipomoea_carnea,3,en,1019
6111,"Araucaria heterophylla, Norfolk Pine ",http://en.wikipedia.org/wiki/Araucaria_heterophylla,10,en,1019
6112,Nicotiana attenuata,http://www.swcoloradowildflowers.com/White%20Enlarged%20Photo%20Pages/nicotiana%20attenuata.htm,1,en,1019
6113,"Ageratum houstonianum, Floss Flower",http://davesgarden.com/guides/pf/go/256/,1,en,1002
6114,Selinum carvifolia,http://en.wikipedia.org/wiki/Selinum_carvifolia,1,en,1
6115,"Armillaria mellea, honey mushroom",http://en.wikipedia.org/wiki/Armillaria_mellea,1,en,9
6116,"Petasites hybridus, devětsil lékařský",http://botany.cz/cs/petasites-hybridus/,1,cs,9
6117,Aechmea fulgens,http://en.wikipedia.org/wiki/Aechmea_fulgens,2,en,1
6118,Prunus mume,http://en.wikipedia.org/wiki/Prunus_mume,1,en,1
6119,"Alnus glutinosa, Alder",http://en.wikipedia.org/wiki/Alnus_glutinosa,1,en,1
6120,"Sinningia speciosa, Florist's Gloxinia",http://davesgarden.com/guides/pf/go/53536/,3,en,1019
6121,Tibouchina organensis,http://davesgarden.com/guides/pf/go/110274/,1,en,1019
6122,Chrysanthemum pacificum,http://en.wikipedia.org/wiki/Chrysanthemum_pacificum,2,en,1019
6123,Chlorophytum amaniense,http://davesgarden.com/guides/pf/go/62897/#b,2,en,1019
6124,Prunus mexicana,http://en.wikipedia.org/wiki/Prunus_mexicana,3,en,1019
6125,"Kalanchoe eriophylla, ""White fuzzy""",http://davesgarden.com/guides/pf/go/71109/#b,1,en,1019
6126,Brachyscome multifida,http://en.wikipedia.org/wiki/Brachyscome_multifida,1,en,1019
6127,Tagetes minuta,http://eatyourherbs.com/huacatay-tagetes-minuta-minty-peruvian-spice-herb/,1,en,1019
6128,Piptoporus betulinus,http://en.wikipedia.org/wiki/Piptoporus_betulinus,1,en,9
6129,Dianthus banaticus,http://www.floraofromania.transsilvanica.net/flora%20of%20romania/CD/Copy%20%2847%29%20of%20species.htm,1,en,1019
6130,"Coreopsis, 'Jethro Tull'",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=d586,1,en,1019
6131,Aloe cameronii,http://davesgarden.com/guides/pf/go/58020/,1,en,1019
6132,Cupressus macrocarpa,http://en.wikipedia.org/wiki/Cupressus_macrocarpa,2,en,1019
6133,Murraya paniculata,http://toptropicals.com/catalog/uid/MURRAYA_PANICULATA.htm,3,en,1019
6134,Dieffenbachia seguine 'Marianne',http://davesgarden.com/guides/pf/go/185828/,1,en,1019
6135, Nymphaea nouchali,http://en.wikipedia.org/wiki/Nymphaea_nouchali,1,en,1019
6136,Polygonum arenastrum,http://en.wikipedia.org/wiki/Polygonum_arenastrum,2,en,1
6137,Boletus reticulatus,http://boletales.com/genera/boletus/b-reticulatus/,2,en,9
6138,Salvia guaranitica,http://davesgarden.com/guides/pf/go/169339/,1,en,1019
6139,"Ilex cornuta, 'Nellie R. Stevens'",http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c822#AllImages,1,en,1019
6140,Ilex x meserveae 'China girl',http://westonnurseries.com/Plant/ilex-x-meserveae-china-girl/,1,en,1019
6141,Astrophytum ornatum,http://davesgarden.com/guides/pf/go/53169/,2,en,1019
6142,Atrichum undulatum,http://www.thismia.com/A/Atrichum_undulatum.html,2,en,1
6143,Sphaeralcea coccinea,http://fwp.mt.gov/education/youth/lewisAndClark/plants/scarlet.html,6,en,1019
6144,Symphyotrichum praealtum,http://www.wildflower.org/plants/result.php?id_plant=SYPR5,1,en,1019
6145,"Coprinellus micaceus, hnojník třpytivý",http://botany.cz/cs/coprinellus-micaceus/,1,cs,9
